floor,shop_name,rating,reviews,status,price,wait_time,favicon_url,categories,hours,phone,social
0,BIFANAS DE VENDAS NOVAS,4.6,1124,Open,1,10,img\BIFANAS VENDAS NOVAS.jpeg,PORTUGUESA,"{""Monday"": ""10:00 a.m. - 12:00 a.m."", ""Tuesday"": ""10:00 a.m. - 12:00 a.m."", ""Wednesday"": ""10:00 a.m. - 12:00 a.m."", ""Thursday"": ""10:00 a.m. - 12:00 a.m."", ""Friday"": ""10:00 a.m. - 12:00 a.m."", ""Saturday"": ""10:00 a.m. - 12:00 a.m."", ""Sunday"": ""10:00 a.m. - 12:00 a.m.""}",+351 800 123 456,"facebook.com/example, instagram.com/example"
0,ARDINA CAFFÉ,3.5,621,Open,2,6,img\ARDINA CAFFÉ.png,CAFÉ E PASTELARIA,"{""Monday"": ""10:00 a.m. - 12:00 a.m."", ""Tuesday"": ""10:00 a.m. - 12:00 a.m."", ""Wednesday"": ""10:00 a.m. - 12:00 a.m."", ""Thursday"": ""10:00 a.m. - 12:00 a.m."", ""Friday"": ""10:00 a.m. - 12:00 a.m."", ""Saturday"": ""10:00 a.m. - 12:00 a.m."", ""Sunday"": ""10:00 a.m. - 12:00 a.m.""}",+351 800 123 456,"facebook.com/example, instagram.com/example"
0,EMPANADAS,3.8,904,Open,2,14,https://www.google.com/s2/favicons?domain=empanadas.com&sz=64,FAST FOOD,"{""Monday"": ""10:00 a.m. - 12:00 a.m."", ""Tuesday"": ""10:00 a.m. - 12:00 a.m."", ""Wednesday"": ""10:00 a.m. - 12:00 a.m."", ""Thursday"": ""10:00 a.m. - 12:00 a.m."", ""Friday"": ""10:00 a.m. - 12:00 a.m."", ""Saturday"": ""10:00 a.m. - 12:00 a.m."", ""Sunday"": ""10:00 a.m. - 12:00 a.m.""}",+351 800 123 456,"facebook.com/example, instagram.com/example"
0,GLEBA,4.0,1127,Open,2,18,img/Gleba.jpg,CAFÉ E PASTELARIA,"{""Monday"": ""10:00 a.m. - 12:00 a.m."", ""Tuesday"": ""10:00 a.m. - 12:00 a.m."", ""Wednesday"": ""10:00 a.m. - 12:00 a.m."", ""Thursday"": ""10:00 a.m. - 12:00 a.m."", ""Friday"": ""10:00 a.m. - 12:00 a.m."", ""Saturday"": ""10:00 a.m. - 12:00 a.m."", ""Sunday"": ""10:00 a.m. - 12:00 a.m.""}",+351 800 123 456,"facebook.com/example, instagram.com/example"
0,HUSSEL,3.7,1099,Closed,3,6,img/HUSSEL.jpg,GELATARIA E DOÇARIA,"{""Monday"": ""10:00 a.m. - 12:00 a.m."", ""Tuesday"": ""10:00 a.m. - 12:00 a.m."", ""Wednesday"": ""10:00 a.m. - 12:00 a.m."", ""Thursday"": ""10:00 a.m. - 12:00 a.m."", ""Friday"": ""10:00 a.m. - 12:00 a.m."", ""Saturday"": ""10:00 a.m. - 12:00 a.m."", ""Sunday"": ""10:00 a.m. - 12:00 a.m.""}",+351 800 123 456,"facebook.com/example, instagram.com/example"
0,JRN DOÇARIAS,3.5,878,Open,1,9,img\JRN DOÇARIAS.png,GELATARIA E DOÇARIA,"{""Monday"": ""10:00 a.m. - 12:00 a.m."", ""Tuesday"": ""10:00 a.m. - 12:00 a.m."", ""Wednesday"": ""10:00 a.m. - 12:00 a.m."", ""Thursday"": ""10:00 a.m. - 12:00 a.m."", ""Friday"": ""10:00 a.m. - 12:00 a.m."", ""Saturday"": ""10:00 a.m. - 12:00 a.m."", ""Sunday"": ""10:00 a.m. - 12:00 a.m.""}",+351 800 123 456,"facebook.com/example, instagram.com/example"
0,OLÁ,4.6,1125,Open,3,5,img/OLÁ.png,GELATARIA E DOÇARIA,"{""Monday"": ""10:00 a.m. - 12:00 a.m."", ""Tuesday"": ""10:00 a.m. - 12:00 a.m."", ""Wednesday"": ""10:00 a.m. - 12:00 a.m."", ""Thursday"": ""10:00 a.m. - 12:00 a.m."", ""Friday"": ""10:00 a.m. - 12:00 a.m."", ""Saturday"": ""10:00 a.m. - 12:00 a.m."", ""Sunday"": ""10:00 a.m. - 12:00 a.m.""}",+351 800 123 456,"facebook.com/example, instagram.com/example"
1,COFFEE & ME,4.6,456,Open,3,18,img/COFFEE E ME.jpg,CAFÉ E PASTELARIA,"{""Monday"": ""10:00 a.m. - 12:00 a.m."", ""Tuesday"": ""10:00 a.m. - 12:00 a.m."", ""Wednesday"": ""10:00 a.m. - 12:00 a.m."", ""Thursday"": ""10:00 a.m. - 12:00 a.m."", ""Friday"": ""10:00 a.m. - 12:00 a.m."", ""Saturday"": ""10:00 a.m. - 12:00 a.m."", ""Sunday"": ""10:00 a.m. - 12:00 a.m.""}",+351 800 123 456,"facebook.com/example, instagram.com/example"
1,DESEJO PRONTO DELICIOUS COFFE & GRILL,4.8,1364,Closed,3,7,img\DESEJO PRONTO DELICIOUS COFFE & GRILL.jpeg,CAFÉ E PASTELARIA,"{""Monday"": ""10:00 a.m. - 12:00 a.m."", ""Tuesday"": ""10:00 a.m. - 12:00 a.m."", ""Wednesday"": ""10:00 a.m. - 12:00 a.m."", ""Thursday"": ""10:00 a.m. - 12:00 a.m."", ""Friday"": ""10:00 a.m. - 12:00 a.m."", ""Saturday"": ""10:00 a.m. - 12:00 a.m."", ""Sunday"": ""10:00 a.m. - 12:00 a.m.""}",+351 800 123 456,"facebook.com/example, instagram.com/example"
1,FRANGO DA GARE,3.7,1440,Closed,2,17,img\FRANGO DA GARE.jpeg,PORTUGUESA,"{""Monday"": ""10:00 a.m. - 12:00 a.m."", ""Tuesday"": ""10:00 a.m. - 12:00 a.m."", ""Wednesday"": ""10:00 a.m. - 12:00 a.m."", ""Thursday"": ""10:00 a.m. - 12:00 a.m."", ""Friday"": ""10:00 a.m. - 12:00 a.m."", ""Saturday"": ""10:00 a.m. - 12:00 a.m."", ""Sunday"": ""10:00 a.m. - 12:00 a.m.""}",+351 800 123 456,"facebook.com/example, instagram.com/example"
1,NESPRESSO,4.2,522,Open,3,12,img/NESPRESSO.jpg,CAFÉ E PASTELARIA,"{""Monday"": ""10:00 a.m. - 12:00 a.m."", ""Tuesday"": ""10:00 a.m. - 12:00 a.m."", ""Wednesday"": ""10:00 a.m. - 12:00 a.m."", ""Thursday"": ""10:00 a.m. - 12:00 a.m."", ""Friday"": ""10:00 a.m. - 12:00 a.m."", ""Saturday"": ""10:00 a.m. - 12:00 a.m."", ""Sunday"": ""10:00 a.m. - 12:00 a.m.""}",+351 800 123 456,"facebook.com/example, instagram.com/example"
2,"ALENTEJO – PÃO, AZEITE E ALHO",3.9,937,Closed,1,5,img/ALENTEJO - PAO AZEITE E ALHO.jpeg,PORTUGUESA,"{""Monday"": ""10:00 a.m. - 12:00 a.m."", ""Tuesday"": ""10:00 a.m. - 12:00 a.m."", ""Wednesday"": ""10:00 a.m. - 12:00 a.m."", ""Thursday"": ""10:00 a.m. - 12:00 a.m."", ""Friday"": ""10:00 a.m. - 12:00 a.m."", ""Saturday"": ""10:00 a.m. - 12:00 a.m."", ""Sunday"": ""10:00 a.m. - 12:00 a.m.""}",+351 800 123 456,"facebook.com/example, instagram.com/example"
2,BAGGA,3.8,286,Open,3,17,img/BAGGA.jpg,CAFÉ E PASTELARIA,"{""Monday"": ""10:00 a.m. - 12:00 a.m."", ""Tuesday"": ""10:00 a.m. - 12:00 a.m."", ""Wednesday"": ""10:00 a.m. - 12:00 a.m."", ""Thursday"": ""10:00 a.m. - 12:00 a.m."", ""Friday"": ""10:00 a.m. - 12:00 a.m."", ""Saturday"": ""10:00 a.m. - 12:00 a.m."", ""Sunday"": ""10:00 a.m. - 12:00 a.m.""}",+351 800 123 456,"facebook.com/example, instagram.com/example"
2,BARÕES DO CAFÉ,3.8,704,Open,3,7,img\BARÕES DO CAFÉ.png,CAFÉ E PASTELARIA,"{""Monday"": ""10:00 a.m. - 12:00 a.m."", ""Tuesday"": ""10:00 a.m. - 12:00 a.m."", ""Wednesday"": ""10:00 a.m. - 12:00 a.m."", ""Thursday"": ""10:00 a.m. - 12:00 a.m."", ""Friday"": ""10:00 a.m. - 12:00 a.m."", ""Saturday"": ""10:00 a.m. - 12:00 a.m."", ""Sunday"": ""10:00 a.m. - 12:00 a.m.""}",+351 800 123 456,"facebook.com/example, instagram.com/example"
2,BURGER KING,4.7,544,Closed,3,19,https://www.google.com/s2/favicons?domain=burgerking.com&sz=64,FAST FOOD,"{""Monday"": ""10:00 a.m. - 12:00 a.m."", ""Tuesday"": ""10:00 a.m. - 12:00 a.m."", ""Wednesday"": ""10:00 a.m. - 12:00 a.m."", ""Thursday"": ""10:00 a.m. - 12:00 a.m."", ""Friday"": ""10:00 a.m. - 12:00 a.m."", ""Saturday"": ""10:00 a.m. - 12:00 a.m."", ""Sunday"": ""10:00 a.m. - 12:00 a.m.""}",+351 800 123 456,"facebook.com/example, instagram.com/example"
2,CAPRI,4.8,1193,Open,1,16,img/CAPRI.png,ITALIANA/SAUDÁVEL,"{""Monday"": ""10:00 a.m. - 12:00 a.m."", ""Tuesday"": ""10:00 a.m. - 12:00 a.m."", ""Wednesday"": ""10:00 a.m. - 12:00 a.m."", ""Thursday"": ""10:00 a.m. - 12:00 a.m."", ""Friday"": ""10:00 a.m. - 12:00 a.m."", ""Saturday"": ""10:00 a.m. - 12:00 a.m."", ""Sunday"": ""10:00 a.m. - 12:00 a.m.""}",+351 800 123 456,"facebook.com/example, instagram.com/example"
2,COFFEE & ME,3.6,1816,Closed,2,7,img/COFFEE E ME.jpg,CAFÉ E PASTELARIA,"{""Monday"": ""10:00 a.m. - 12:00 a.m."", ""Tuesday"": ""10:00 a.m. - 12:00 a.m."", ""Wednesday"": ""10:00 a.m. - 12:00 a.m."", ""Thursday"": ""10:00 a.m. - 12:00 a.m."", ""Friday"": ""10:00 a.m. - 12:00 a.m."", ""Saturday"": ""10:00 a.m. - 12:00 a.m."", ""Sunday"": ""10:00 a.m. - 12:00 a.m.""}",+351 800 123 456,"facebook.com/example, instagram.com/example"
2,FURIO,3.8,284,Open,3,20,img/FURIO.png,ITALIANA,"{""Monday"": ""10:00 a.m. - 12:00 a.m."", ""Tuesday"": ""10:00 a.m. - 12:00 a.m."", ""Wednesday"": ""10:00 a.m. - 12:00 a.m."", ""Thursday"": ""10:00 a.m. - 12:00 a.m."", ""Friday"": ""10:00 a.m. - 12:00 a.m."", ""Saturday"": ""10:00 a.m. - 12:00 a.m."", ""Sunday"": ""10:00 a.m. - 12:00 a.m.""}",+351 800 123 456,"facebook.com/example, instagram.com/example"
2,GO NATURAL,3.9,251,Open,1,18,img/GO NATURAL.png,SAUDÁVEL,"{""Monday"": ""10:00 a.m. - 12:00 a.m."", ""Tuesday"": ""10:00 a.m. - 12:00 a.m."", ""Wednesday"": ""10:00 a.m. - 12:00 a.m."", ""Thursday"": ""10:00 a.m. - 12:00 a.m."", ""Friday"": ""10:00 a.m. - 12:00 a.m."", ""Saturday"": ""10:00 a.m. - 12:00 a.m."", ""Sunday"": ""10:00 a.m. - 12:00 a.m.""}",+351 800 123 456,"facebook.com/example, instagram.com/example"
2,GUACAMOLE,4.1,795,Closed,3,6,img/GUACAMOLE.jpg,MEXICANA,"{""Monday"": ""10:00 a.m. - 12:00 a.m."", ""Tuesday"": ""10:00 a.m. - 12:00 a.m."", ""Wednesday"": ""10:00 a.m. - 12:00 a.m."", ""Thursday"": ""10:00 a.m. - 12:00 a.m."", ""Friday"": ""10:00 a.m. - 12:00 a.m."", ""Saturday"": ""10:00 a.m. - 12:00 a.m."", ""Sunday"": ""10:00 a.m. - 12:00 a.m.""}",+351 800 123 456,"facebook.com/example, instagram.com/example"
2,H3 – NEW HAMBURGOLOGY,3.7,566,Open,2,16,img\H3.jpg,FAST FOOD,"{""Monday"": ""10:00 a.m. - 12:00 a.m."", ""Tuesday"": ""10:00 a.m. - 12:00 a.m."", ""Wednesday"": ""10:00 a.m. - 12:00 a.m."", ""Thursday"": ""10:00 a.m. - 12:00 a.m."", ""Friday"": ""10:00 a.m. - 12:00 a.m."", ""Saturday"": ""10:00 a.m. - 12:00 a.m."", ""Sunday"": ""10:00 a.m. - 12:00 a.m.""}",+351 800 123 456,"facebook.com/example, instagram.com/example"
2,HÄAGEN-DAZS,4.0,510,Open,3,16,https://www.google.com/s2/favicons?domain=häagen-dazs.com&sz=64,GELATARIA E DOÇARIA,"{""Monday"": ""10:00 a.m. - 12:00 a.m."", ""Tuesday"": ""10:00 a.m. - 12:00 a.m."", ""Wednesday"": ""10:00 a.m. - 12:00 a.m."", ""Thursday"": ""10:00 a.m. - 12:00 a.m."", ""Friday"": ""10:00 a.m. - 12:00 a.m."", ""Saturday"": ""10:00 a.m. - 12:00 a.m."", ""Sunday"": ""10:00 a.m. - 12:00 a.m.""}",+351 800 123 456,"facebook.com/example, instagram.com/example"
2,JOSHUA’S SHOARMA,4.7,228,Closed,3,13,img/JOSHUAS SHOARMA.jpg,MÉDIO ORIENTE,"{""Monday"": ""10:00 a.m. - 12:00 a.m."", ""Tuesday"": ""10:00 a.m. - 12:00 a.m."", ""Wednesday"": ""10:00 a.m. - 12:00 a.m."", ""Thursday"": ""10:00 a.m. - 12:00 a.m."", ""Friday"": ""10:00 a.m. - 12:00 a.m."", ""Saturday"": ""10:00 a.m. - 12:00 a.m."", ""Sunday"": ""10:00 a.m. - 12:00 a.m.""}",+351 800 123 456,"facebook.com/example, instagram.com/example"
2,KFC,3.9,1801,Open,2,16,img/KFC.jpg,FAST FOOD,"{""Monday"": ""10:00 a.m. - 12:00 a.m."", ""Tuesday"": ""10:00 a.m. - 12:00 a.m."", ""Wednesday"": ""10:00 a.m. - 12:00 a.m."", ""Thursday"": ""10:00 a.m. - 12:00 a.m."", ""Friday"": ""10:00 a.m. - 12:00 a.m."", ""Saturday"": ""10:00 a.m. - 12:00 a.m."", ""Sunday"": ""10:00 a.m. - 12:00 a.m.""}",+351 800 123 456,"facebook.com/example, instagram.com/example"
2,LA PARRILLA,3.9,322,Closed,2,8,img/LA PARRILLA.jpg,GRELHADOS,"{""Monday"": ""10:00 a.m. - 12:00 a.m."", ""Tuesday"": ""10:00 a.m. - 12:00 a.m."", ""Wednesday"": ""10:00 a.m. - 12:00 a.m."", ""Thursday"": ""10:00 a.m. - 12:00 a.m."", ""Friday"": ""10:00 a.m. - 12:00 a.m."", ""Saturday"": ""10:00 a.m. - 12:00 a.m."", ""Sunday"": ""10:00 a.m. - 12:00 a.m.""}",+351 800 123 456,"facebook.com/example, instagram.com/example"
2,LA ROTISSERIE,3.9,1178,Open,3,14,img/LA ROTISSERIE.jpg,PORTUGUESA,"{""Monday"": ""10:00 a.m. - 12:00 a.m."", ""Tuesday"": ""10:00 a.m. - 12:00 a.m."", ""Wednesday"": ""10:00 a.m. - 12:00 a.m."", ""Thursday"": ""10:00 a.m. - 12:00 a.m."", ""Friday"": ""10:00 a.m. - 12:00 a.m."", ""Saturday"": ""10:00 a.m. - 12:00 a.m."", ""Sunday"": ""10:00 a.m. - 12:00 a.m.""}",+351 800 123 456,"facebook.com/example, instagram.com/example"
2,MCDONALD’S,4.0,1221,Closed,1,17,https://www.google.com/s2/favicons?domain=https://www.mcdonalds.be/en&sz=64,FAST FOOD,"{""Monday"": ""10:00 a.m. - 12:00 a.m."", ""Tuesday"": ""10:00 a.m. - 12:00 a.m."", ""Wednesday"": ""10:00 a.m. - 12:00 a.m."", ""Thursday"": ""10:00 a.m. - 12:00 a.m."", ""Friday"": ""10:00 a.m. - 12:00 a.m."", ""Saturday"": ""10:00 a.m. - 12:00 a.m."", ""Sunday"": ""10:00 a.m. - 12:00 a.m.""}",+351 800 123 456,"facebook.com/example, instagram.com/example"
2,NOORI SUSHI,3.8,577,Open,1,15,img/NOORI SUSHI.jpg,ASIÁTICA,"{""Monday"": ""10:00 a.m. - 12:00 a.m."", ""Tuesday"": ""10:00 a.m. - 12:00 a.m."", ""Wednesday"": ""10:00 a.m. - 12:00 a.m."", ""Thursday"": ""10:00 a.m. - 12:00 a.m."", ""Friday"": ""10:00 a.m. - 12:00 a.m."", ""Saturday"": ""10:00 a.m. - 12:00 a.m."", ""Sunday"": ""10:00 a.m. - 12:00 a.m.""}",+351 800 123 456,"facebook.com/example, instagram.com/example"
2,PANS & COMPANY,4.5,190,Open,3,13,img/PANS & COMPANY.jpg,FAST FOOD,"{""Monday"": ""10:00 a.m. - 12:00 a.m."", ""Tuesday"": ""10:00 a.m. - 12:00 a.m."", ""Wednesday"": ""10:00 a.m. - 12:00 a.m."", ""Thursday"": ""10:00 a.m. - 12:00 a.m."", ""Friday"": ""10:00 a.m. - 12:00 a.m."", ""Saturday"": ""10:00 a.m. - 12:00 a.m."", ""Sunday"": ""10:00 a.m. - 12:00 a.m.""}",+351 800 123 456,"facebook.com/example, instagram.com/example"
2,PIZZA HUT,4.6,1682,Closed,2,5,img/PIZZA HUT.jpg,FAST FOOD,"{""Monday"": ""10:00 a.m. - 12:00 a.m."", ""Tuesday"": ""10:00 a.m. - 12:00 a.m."", ""Wednesday"": ""10:00 a.m. - 12:00 a.m."", ""Thursday"": ""10:00 a.m. - 12:00 a.m."", ""Friday"": ""10:00 a.m. - 12:00 a.m."", ""Saturday"": ""10:00 a.m. - 12:00 a.m."", ""Sunday"": ""10:00 a.m. - 12:00 a.m.""}",+351 800 123 456,"facebook.com/example, instagram.com/example"
2,PORTELA CAFÉS,4.8,1438,Open,3,15,img\PORTELA CAFÉS.png,CAFÉ E PASTELARIA,"{""Monday"": ""10:00 a.m. - 12:00 a.m."", ""Tuesday"": ""10:00 a.m. - 12:00 a.m."", ""Wednesday"": ""10:00 a.m. - 12:00 a.m."", ""Thursday"": ""10:00 a.m. - 12:00 a.m."", ""Friday"": ""10:00 a.m. - 12:00 a.m."", ""Saturday"": ""10:00 a.m. - 12:00 a.m."", ""Sunday"": ""10:00 a.m. - 12:00 a.m.""}",+351 800 123 456,"facebook.com/example, instagram.com/example"
2,QUIOSQUE DOS SABORES,3.6,795,Closed,3,8,img/QUIOSQUE DOS SABORES.jpg,FAST FOOD,"{""Monday"": ""10:00 a.m. - 12:00 a.m."", ""Tuesday"": ""10:00 a.m. - 12:00 a.m."", ""Wednesday"": ""10:00 a.m. - 12:00 a.m."", ""Thursday"": ""10:00 a.m. - 12:00 a.m."", ""Friday"": ""10:00 a.m. - 12:00 a.m."", ""Saturday"": ""10:00 a.m. - 12:00 a.m."", ""Sunday"": ""10:00 a.m. - 12:00 a.m.""}",+351 800 123 456,"facebook.com/example, instagram.com/example"
2,SABOR GAÚCHO,4.7,538,Open,2,17,img\SABOR GAÚCHO.png,BRASILEIRA/GRELHADOS,"{""Monday"": ""10:00 a.m. - 12:00 a.m."", ""Tuesday"": ""10:00 a.m. - 12:00 a.m."", ""Wednesday"": ""10:00 a.m. - 12:00 a.m."", ""Thursday"": ""10:00 a.m. - 12:00 a.m."", ""Friday"": ""10:00 a.m. - 12:00 a.m."", ""Saturday"": ""10:00 a.m. - 12:00 a.m."", ""Sunday"": ""10:00 a.m. - 12:00 a.m.""}",+351 800 123 456,"facebook.com/example, instagram.com/example"
